MINISTERE DU BUDGET,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,REPUBLIQUE DE GUINEE,Unnamed: 15,Unnamed: 16,Unnamed: 17,Source,NUMERO,Annee,Mois,REGIE,CATEGORIE,RUBRIQUES,CODE,ID,Prevision,Realisation,ÉCART,Taux,Mois_num,Date
DIRECTION GENERALE  DES DOUANES,,,,,,TABLEAU: N° I,,,,,,,,Travail Justice Solidarité,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
"SUIVI DES RECETTES DOUNAIERES, SUIVANT LE CONTRAT DE PERFORMANCE, LFI 2023",,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
EXERCICE 2023,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
RUBRIQUES,,,"Janvier-Décembre
2023
(LFI 2023)",Janvier,Février,Mars ,Avril,Mai,Juin,Juillet,Août,Sept,Octobre,Nov,Décembre,Total,Taux,ABOUBACAR BUDGET,,,,,,,,,,,,,,
I  -  PRODUITS PETROLIERS ( en milliers de GNF ),,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1022.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,1723509.5786660663,48456.0,-1675053.5786660663,0.0281147262538007,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1023.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,251321.83251505697,115258.0,-136063.83251505694,0.4586071924057563,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1024.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,6059139.825325715,6580318.0,521178.17467428464,1.0860152083792305,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1025.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,6334958.976,2069753.0,-4265205.976,0.3267192428303422,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1026.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,12288175.95225,6346073.0,-5942102.95225,0.5164373479562698,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1027.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,3480.601829668387,,-3480.601829668387,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1028.0,2024.0,OCT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,,53528147.0,53528147.0,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1029.0,2024.0,OCT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les autres sociétés,,,99808888.89221536,81456789.0,-18352099.892215356,0.8161276004982484,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1030.0,2024.0,OCT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Mines),,,5224182.441840836,1985500.0,-3238682.441840836,0.3800594680802098,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1031.0,2024.0,OCT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Non Mines),,,3881784.6443475457,7272647.0,3390862.3556524543,1.8735318072294536,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1032.0,2024.0,OCT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Mines),,,12790053.134811169,12956125.0,166071.86518883146,1.0129844546725788,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1033.0,2024.0,OCT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Non Mines),,,43918028.34504272,24500664.0,-19417364.34504272,0.5578725849783175,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1034.0,2024.0,OCT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Mines),,,129939.7527578281,83963.0,-45976.7527578281,0.6461686913971885,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1035.0,2024.0,OCT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Non Mines),,,,105394.0,105394.0,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1036.0,2024.0,OCT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Mines,,,7533833.919552213,501090.0,-7032743.9195522135,0.0665119519955894,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1037.0,2024.0,OCT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Non Mines,,,14301960.860726548,1478665.0,-12823295.860726548,0.1033889698342303,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1038.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Mines,,,14323.46431962299,,-14323.46431962299,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1039.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Non Mines,,,28646.92863924598,,-28646.92863924598,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1040.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation d'immeubles,,,32227.79471915173,,-32227.79471915173,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1041.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation de meubles,,,6445.558943830346,,-6445.558943830346,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1042.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de succession,,,4297.039295886897,,-4297.039295886897,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1043.0,2024.0,OCT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Autres droits d'enregistrement,,,4525.67759508888,,-4525.67759508888,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1044.0,2024.0,OCT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Mines),,,174117106.52916104,101133456.0,-72983650.52916104,0.5808358409807495,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1045.0,2024.0,OCT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Non Mines),,,89520241.13640821,241500270.0,151980028.8635918,2.6977169289793275,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1046.0,2024.0,OCT,DGI,Impôts généraux sur les biens et services,TVA sur FINEX - DGI,,,,0.0,0.0,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1047.0,2024.0,OCT,DGI,Surtaxe fiscale intérieure,Surtaxe fiscale intérieure,,,5598950.532368981,4159357.0,-1439593.5323689813,0.7428815410948322,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1048.0,2024.0,OCT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Mines),,,1340025.5571495297,789526.0,-550499.5571495295,0.5891872701886828,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1049.0,2024.0,OCT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Non Mines),,,1537222.002115479,1333930.0,-203292.00211547897,0.8677536479209154,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1050.0,2024.0,OCT,DGI,Impôts sur les services déterminés,Taxes sur les activités financières,,,20838817.38708687,13258147.0,-7580670.387086868,0.636223579953037,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1051.0,2024.0,OCT,DGI,Jeux de Hasard,Jeux de Hasard,,,44760825.99882185,,-44760825.99882185,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1052.0,2024.0,OCT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Mines),,,1245359.036190161,201050.0,-1044309.036190161,0.161439387483836,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1053.0,2024.0,OCT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Non Mines),,,2175150.4891792443,400000.0,-1775150.4891792445,0.1838953221811025,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1054.0,2024.0,OCT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxe sur l'extraction des substances minières autres que les métaux précieux,,,113430688.74296091,221250322.0,107819633.25703909,1.9505331797937264,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1055.0,2024.0,OCT,DGI,Taxes sur  la Telephonie,Taxe d'accès au reseau téléphoniques (TARTEL),,,12683838.559408829,15159120.0,2475281.4405911732,1.1951523924715215,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1056.0,2024.0,OCT,DGI,Taxes sur  la Telephonie,Taxe sur la consommation téléphonique(TCT),,,70019994.10229646,77369258.0,7349263.897703543,1.104959504666147,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1057.0,2024.0,OCT,DGI,Autres recettes fiscales ,Timbres fiscaux - Droits de timbres à l'importation,,,3579764.4264562647,806950.0,-2772814.4264562647,0.2254198611607603,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1058.0,2024.0,OCT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés BND,,,7989122.659773337,67825.0,-7921297.659773337,0.0084896681260773,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1059.0,2024.0,OCT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés FINEX,,,,98456.0,98456.0,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1060.0,2024.0,OCT,DGI,Autres recettes fiscales ,Autres droits d'enregistrement,,,3433502.1609894745,6592968.0,3159465.8390105255,1.9201875201674616,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1061.0,2024.0,OCT,DGI,Autres recettes fiscales ,Autres droits de timbres,,,2978478.464479683,,-2978478.464479683,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1062.0,2024.0,OCT,DGI,Amendes et pénalités - DGI,Amendes et pénalités - DGI,,,9460458.39720875,1340748.0,-8119710.39720875,0.1417212510966254,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1064.0,2024.0,OCT,DGI,RAR DGI,RAR DGI,,,93172480.50188872,2844953.0,-90327527.50188872,0.0305342627423376,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1065.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels de l'Etat,RTS,,13463897.3545,5612338.0,-7851559.354499999,0.4168434928036795,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1066.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels Mines,RTS,,22092864.8077319,16206123.0,-5886741.8077319,0.7335455650970307,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1067.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels (Hors Mines),RTS,,70155879.1006685,49400987.0,-20754892.100668505,0.7041603302998062,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1068.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,23290069.593885686,4123200.0,-19166869.593885686,0.1770368260764003,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1069.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,0.0,19633311.0,19633311.0,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1070.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,11828517.05132717,16100412.0,4271894.948672829,1.3611521993954026,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1071.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,39328956.231252395,25640629.0,-13688327.231252396,0.6519529491002588,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1072.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,2093853.6379772197,87602.0,-2006251.6379772197,0.0418376902812693,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1073.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,305325.33142173616,77002.0,-228323.33142173616,0.2521965656810819,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1074.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,7361114.857330903,7083737.0,-277377.8573309034,0.9623184989357062,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1075.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,6334958.976,4409321.0,-1925637.976,0.6960299216940028,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1076.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,12288175.95225,10142383.0,-2145792.95225,0.8253774229317493,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1077.0,2024.0,NOV,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,4228.506121237729,,-4228.506121237729,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1078.0,2024.0,NOV,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,,8848414.0,8848414.0,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1079.0,2024.0,NOV,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les autres sociétés,,,60627804.94413504,17648414.0,-42979390.94413504,0.2910943916947344,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1080.0,2024.0,NOV,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Mines),,,6346743.613558149,1183147.0,-5163596.613558149,0.1864179604596784,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1081.0,2024.0,NOV,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Non Mines),,,4715894.242782166,3325647.0,-1390247.2427821662,0.7051996564787291,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1082.0,2024.0,NOV,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Mines),,,15538352.451149965,13852321.0,-1686031.4511499628,0.8914922636456748,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1083.0,2024.0,NOV,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Non Mines),,,53355040.52970013,34988382.0,-18366658.52970013,0.6557652595263925,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1084.0,2024.0,NOV,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Mines),,,157860.92946487418,93523.0,-64337.92946487418,0.5924391824945507,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1085.0,2024.0,NOV,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Non Mines),,,,137675.0,137675.0,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1086.0,2024.0,NOV,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Mines,,,9152688.07068636,301530.0,-8851158.07068636,0.0329444200076828,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1087.0,2024.0,NOV,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Non Mines,,,17375135.68193649,1074403.0,-16300732.681936491,0.0618356610082169,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1088.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Mines,,,17401.259758179953,,-17401.259758179953,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1089.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Non Mines,,,34802.519516359906,,-34802.519516359906,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1090.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation d'immeubles,,,39152.83445590489,,-39152.83445590489,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1091.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation de meubles,,,7830.566891180979,,-7830.566891180979,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1092.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de succession,,,5220.377927453987,,-5220.377927453987,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1093.0,2024.0,NOV,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Autres droits d'enregistrement,,,5498.145536343934,,-5498.145536343934,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1094.0,2024.0,NOV,DGI,Impôts généraux sur les biens et services,TVA intérieures (Mines),,,211531018.7149174,113025631.0,-98505387.7149174,0.5343217826238801,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1095.0,2024.0,NOV,DGI,Impôts généraux sur les biens et services,TVA intérieures (Non Mines),,,108756159.46453851,225174414.0,116418254.53546149,2.0704520563124635,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1096.0,2024.0,NOV,DGI,Impôts généraux sur les biens et services,TVA sur FINEX - DGI,,,,3876960.0,3876960.0,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1097.0,2024.0,NOV,DGI,Surtaxe fiscale intérieure,Surtaxe fiscale intérieure,,,6802041.071410092,6330924.0,-471117.0714100916,0.9307388669865196,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1098.0,2024.0,NOV,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Mines),,,1627967.3884908687,423214.0,-1204753.3884908687,0.2599646669779551,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1099.0,2024.0,NOV,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Non Mines),,,1867536.984621398,1175382.0,-692154.9846213979,0.6293754874355448,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1100.0,2024.0,NOV,DGI,Impôts sur les services déterminés,Taxes sur les activités financières,,,25316617.98530036,17114300.0,-8202317.985300362,0.6760105164890946,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1101.0,2024.0,NOV,DGI,Jeux de Hasard,Jeux de Hasard,,,54378936.74431235,,-54378936.74431235,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1102.0,2024.0,NOV,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Mines),,,1512959.127580109,902100.0,-610859.127580109,0.5962487575212009,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1103.0,2024.0,NOV,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Non Mines),,,2642542.1832821295,3953900.0,1311357.8167178703,1.4962485840392976,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1104.0,2024.0,NOV,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxe sur l'extraction des substances minières autres que les métaux précieux,,,137804433.01425245,177610448.0,39806014.985747546,1.2888587407172205,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1105.0,2024.0,NOV,DGI,Taxes sur  la Telephonie,Taxe d'accès au reseau téléphoniques (TARTEL),,,15409314.714507662,18189593.0,2780278.2854923382,1.180428418589877,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1106.0,2024.0,NOV,DGI,Taxes sur  la Telephonie,Taxe sur la consommation téléphonique(TCT),,,85065740.97238787,101185255.0,16119514.027612137,1.1894947818399009,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1107.0,2024.0,NOV,DGI,Autres recettes fiscales ,Timbres fiscaux - Droits de timbres à l'importation,,,4348976.565153837,710925.0,-3638051.565153837,0.1634694943394923,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1108.0,2024.0,NOV,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés BND,,,9705808.28356031,99321.0,-9606487.28356031,0.0102331508204453,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1109.0,2024.0,NOV,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés FINEX,,,,106852.0,106852.0,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1110.0,2024.0,NOV,DGI,Autres recettes fiscales ,Autres droits d'enregistrement,,,4171285.776290653,7094322.0,2923036.223709347,1.7007518497830372,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1111.0,2024.0,NOV,DGI,Autres recettes fiscales ,Autres droits de timbres,,,3618487.559154973,,-3618487.559154973,0.0,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1112.0,2024.0,NOV,DGI,Amendes et pénalités - DGI,Amendes et pénalités - DGI,,,11493301.5035861,6996718.0,-4496583.5035861,0.6087648529725691,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1114.0,2024.0,NOV,DGI,RAR DGI,RAR DGI,,,22638636.813154895,13154181.0,-9484455.813154897,0.5810500476935231,11.0,2024-11-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1115.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels de l'Etat,RTS,,13463897.3545,6397845.0,-7066052.354499999,0.4751852180350785,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1116.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels Mines,RTS,,21739648.013345435,24597812.0,2858163.9866545647,1.1314724132101868,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1117.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels (Hors Mines),RTS,,69034239.37947537,44397272.0,-24636967.37947537,0.6431195939735347,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1118.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,22917712.102243833,1230521.0,-21687191.102243833,0.0536930123962732,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1119.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,,3928240.0,3928240.0,0.0,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1120.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,11639404.823846694,14123456.0,2484051.176153306,1.2134173708834328,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1121.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,38700171.871801354,23752853.0,-14947318.871801354,0.6137660855534177,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1122.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,2060377.4783049857,164270.0,-1896107.4783049857,0.0797281089167895,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1123.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,300443.8443104756,285538.0,-14905.844310475572,0.950387253416076,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1124.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,7243426.66181418,6600133.0,-643293.6618141802,0.911189318005318,12.0,2024-12-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1125.0,2024.0,DEC,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,6334958.976,5052100.0,-1282858.9759999998,0.7974952985709753,12.0,2024-12-01
